Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
6,M090,I.S. 319 - MANHATTAN,SCA CIP,COVID VENTILATION / LOW VOLTAGE ELECTRICAL SYSTEM / COVID CLIMATE CONTROL / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / REINFORCING SUPPORT ELEMENTS,Construction,In-Progress,8/14/2023,8/7/2026,,37383068,33408860.00,660716.00,"DSF0000961126, DSF0000943864, DSF0001009314, DSF0001018105, DSF0001018104, DSF0001018103, DSF0001018102, DSF0001018113, DSF0001068822"
6,M090,I.S. 319 - MANHATTAN,SCA CIP,COVID VENTILATION / LOW VOLTAGE ELECTRICAL SYSTEM / COVID CLIMATE CONTROL / EXTERIOR MASONRY / WINDOWS / PARAPETS / ROOFS / SITE WORK / REINFORCING SUPPORT ELEMENTS,"CM,F&E",In-Progress,8/14/2023,8/7/2026,,2410487,185917.00,122020.00,"DSF0000961126, DSF0000943864, DSF0001009314, DSF0001018105, DSF0001018104, DSF0001018103, DSF0001018102, DSF0001018113, DSF0001068822"
6,M090,I.S. 319 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,3/22/2022,EMER,,EMER,,0.00,SCA0000070943
6,M090,I.S. 319 - MANHATTAN,Fast Track Projects,LSP FY23 RESO A ELECTRICAL UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,224910.00,0.00,DSF0001035652
6,M090,I.S. 319 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,,DSF0001033205
6,M090,I.S. 324 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Construction,PNS,PNS,PNS,PNS,DIIR,200000.00,,DSF0001035653
6,M090,I.S. 319 - MANHATTAN,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,,DSF0001035218
6,M090,I.S. 324 - MANHATTAN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,263000.00,,DSF0001086205
6,M090,I.S. 324 - MANHATTAN,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000.00,,DSF0001086206
6,M090,I.S. 319 - MANHATTAN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2/20/2023,DOES,,DOES,639908.00,503486.00,DSF0001035167
6,M093,P.S. 210 - MANHATTAN,SCA CIP,ROOFS,Scope,Complete,3/10/2021,7/23/2021,11/1/2021,22378,54987.00,52315.00,DSF0000957415
6,M093,P.S. 210 - MANHATTAN,SCA CIP,ROOFS,Design,Complete,11/1/2021,4/6/2022,3/29/2022,111889,72175.00,69841.00,DSF0000957415
6,M093,P.S. 210 - MANHATTAN,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,2517513,2517513.00,0.00,DSF0000957415
6,M093,P.S. 210 - MANHATTAN,SCA CIP,ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,156645,156645.00,23571.00,DSF0000957415
6,M093,P.S. 210 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,1/25/2024,DIIR,,DIIR,165000.00,,DSF0001035655
6,M093,P.S. 210 - MANHATTAN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE RAMP,Construction,In-Progress,8/6/2018,DOES,,DOES,128252.00,138276.00,DSF0000889359
6,M093,P.S. 210 - MANHATTAN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,,DSF0001086207
6,M098,P.S. 98 - MANHATTAN,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,1/25/2023,4/25/2023,4/20/2023,21522,83353.00,73771.00,DSF0001083711
6,M098,P.S. 98 - MANHATTAN,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Design,In-Progress,5/1/2023,9/15/2023,,107608,111042.00,60751.00,DSF0001083711
6,M098,P.S. 98 - MANHATTAN,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,2421173,2421173.00,1058.00,DSF0001083711
6,M098,P.S. 98 - MANHATTAN,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,"CM,F&E",PNS,PNS,PNS,PNS,150651,150651.00,26280.00,DSF0001083711
6,M098,P.S. 98 - MANHATTAN,SCA CIP,PATH OF TRAVEL-OTHER TEMP STRUCTURE REMOVAL,Scope,Complete,3/28/2023,6/28/2023,7/13/2023,3784,895.00,895.00,DSF0001083961
6,M098,P.S. 98 - MANHATTAN,SCA CIP,PATH OF TRAVEL-OTHER TEMP STRUCTURE REMOVAL,Design,In-Progress,7/17/2023,12/4/2023,,17029,17029.00,3578.00,DSF0001083961
6,M098,P.S. 98 - MANHATTAN,SCA CIP,PATH OF TRAVEL-OTHER TEMP STRUCTURE REMOVAL,Construction,PNS,PNS,PNS,PNS,219484,219484.00,3336.00,DSF0001083961
6,M098,P.S. 98 - MANHATTAN,SCA CIP,PATH OF TRAVEL-OTHER TEMP STRUCTURE REMOVAL,"CM,F&E",PNS,PNS,PNS,PNS,40680,40680.00,4361.00,DSF0001083961
6,M098,P.S. 98 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Scope,Complete,10/18/2018,3/8/2019,3/13/2019,111372,170194.00,166160.00,"DSF0000875629, DSF0000875631, DSF0000875632, DSF0000912645"
6,M098,P.S. 98 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Design,Complete,7/10/2019,12/11/2019,6/30/2020,556859,585897.00,542881.00,"DSF0000875629, DSF0000875631, DSF0000875632, DSF0000912645"
6,M098,P.S. 98 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Construction,In-Progress,11/29/2021,1/17/2024,,12529305,11545408.00,10022972.00,"DSF0000875629, DSF0000875631, DSF0000875632, DSF0000912645"
6,M098,P.S. 98 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,"CM,F&E",In-Progress,11/29/2021,1/17/2024,,779601,1015095.00,1007035.00,"DSF0000875629, DSF0000875631, DSF0000875632, DSF0000912645"
6,M098,P.S. 98 - MANHATTAN,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/14/2021,DIIR,1/26/2024,DIIR,75000.00,86873.00,DSF0000913581
6,M098,P.S. 98 - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,65000.00,,DSF0000961335
6,M098,P.S. 98 - MANHATTAN,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,,DSF0001086208
6,M098,P.S. 98 - MANHATTAN,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,150000.00,,DSF0001086209
6,M098,P.S. 98 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,6/27/2023,DOES,,DOES,352453.00,,DSF0001034922
6,M098,P.S. 98 - MANHATTAN,DOE - Skilled Trades,DOMESTIC WATER PUMP,Construction,In-Progress,1/2/2024,DOES,,DOES,37718.00,,DSF0001096631
6,M115,P.S. 115 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ELECTRICAL UPGRADE,Scope,Complete,6/22/2021,11/5/2021,1/7/2022,93227,171042.00,151095.00,"DSF0000944110, DSF0000944112, DSF0000944114, DSF0000944113, DSF0001018389"
6,M115,P.S. 115 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ELECTRICAL UPGRADE,Design,Complete,1/12/2022,6/14/2022,5/11/2022,466141,340166.00,284166.00,"DSF0000944110, DSF0000944112, DSF0000944114, DSF0000944113, DSF0001018389"
6,M115,P.S. 115 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ELECTRICAL UPGRADE,Construction,PNS,PNS,PNS,PNS,10488173,10488173.00,218172.00,"DSF0000944110, DSF0000944112, DSF0000944114, DSF0000944113, DSF0001018389"
6,M115,P.S. 115 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ELECTRICAL UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,652597,652597.00,32081.00,"DSF0000944110, DSF0000944112, DSF0000944114, DSF0000944113, DSF0001018389"
6,M115,P.S. 115 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,8/18/2020,1/20/2021,12/16/2021,71574,88669.00,88669.00,"DSF0000961101, DSF0001018382"
6,M115,P.S. 115 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,12/16/2021,6/21/2022,8/15/2022,357872,266882.00,237546.00,"DSF0000961101, DSF0001018382"
6,M115,P.S. 115 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT,Construction,PNS,PNS,PNS,PNS,8052126,8052126.00,672731.00,"DSF0000961101, DSF0001018382"
6,M115,P.S. 115 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM REPLACEMENT,"CM,F&E",PNS,PNS,PNS,PNS,501021,501021.00,128709.00,"DSF0000961101, DSF0001018382"
6,M115,P.S. 115 - MANHATTAN,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES IN ROOM #315 APPROX. 700SF,Construction,Complete,9/27/2023,IEH,10/8/2023,IEH,11859.00,11284.00,SCA0000072355
6,M115,P.S. 115 - MANHATTAN,SCA IEH,PO18-ABATE AND REPAIR CEILING PLASTER IN ROOM 204,Construction,Complete,11/22/2023,IEH,12/29/2023,IEH,26457.00,2978.00,SCA0000072503
6,M115,P.S. 115 - MANHATTAN,SCA IEH,PO18-REPAIR/PLASTER/PAINT DAMAGED CEILING: CLASSROOMS CEILING ARE ACM-POSITIVE SQ FT. FOR EACH CLASS,Construction,Complete,1/10/2024,IEH,3/30/2024,IEH,741.00,741.00,SCA0000072637
6,M115,P.S. 115 - MANHATTAN,DOE - RESOA,FY17 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,35000.00,,DSF0000844916
6,M115,P.S. 115 - MANHATTAN,DOE - RESOA,FY19 RESO A AUDITORIUM UPGRADE,Construction,Complete,8/16/2019,DOER,9/25/2019,DOER,75000.00,,DSF0000890814
6,M115,P.S. 115 - MANHATTAN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,300000.00,,DSF0001035668
6,M115,P.S. 115 - MANHATTAN,DOE - RESOA,FY24 RESO A BATHROOM UPGRADES,Construction,In-Progress,11/15/2023,DOER,,DOER,274048.00,,DSF0001086216
6,M115,KIPP NYC WASHINGTON HEIGHTS ACADEMY I CS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,1/14/2022,DOES,,DOES,165210.00,169418.00,DSF0001008692
6,M115,P.S. 115 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,3/11/2024,DOES,3/18/2024,DOES,65832.00,13709.00,DSF0001084214
6,M128,P.S. 128 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,6/15/2021,10/29/2021,12/16/2021,13500,24154.00,23799.00,DSF0001008905
6,M128,P.S. 128 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Design,Complete,12/28/2021,5/31/2022,4/11/2022,60750,39061.00,35816.00,DSF0001008905
6,M128,P.S. 128 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Construction,In-Progress,10/19/2022,8/14/2023,,783000,797461.00,466824.00,DSF0001008905
6,M128,P.S. 128 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",In-Progress,10/19/2022,8/14/2023,,145125,123104.00,117632.00,DSF0001008905
6,M128,P.S. 128 - MANHATTAN,SCA IEH,PO18-PLEASE ASSIST WITH THE REMOVAL OF ASBESTOS TILES AND REPLACE WITH ACM FREE  TILES IN THE FOLLOW,Construction,In-Progress,12/1/2023,IEH,,IEH,698.00,123.00,SCA0000072525
6,M128,P.S. 513 - MANHATTAN,SCA Furniture & Equipment,FY24 RESO A MOBILE STEM CARTS,F&E,PNS,PNS,PNS,PNS,50000,50000.00,0.00,DSF0001086223
6,M128,P.S. 128 - MANHATTAN,Fast Track Projects,FY20 RESO A CAFETERIA UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,56000.00,0.00,DSF0000913318
6,M128,P.S. 128 - MANHATTAN,Fast Track Projects,FY23 RESO A IPDVS CAMERA INSTALLATION,Construction,PNS,FTK,FTK,FTK,FTK,5810.00,0.00,DSF0001035682
6,M128,P.S. 513 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,11/27/2023,DIIR,3/8/2024,DIIR,168000.00,168000.00,DSF0001035683
6,M128,P.S. 128 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,9/25/2023,DOES,1/30/2024,DOES,65832.00,,DSF0001084219
6,M132,P.S. 132 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID ELECTRICAL SYSTEM UPGRADE / COVID FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,12/15/2020,4/5/2021,11/16/2021,120420,129719.00,129719.00,"DSF0000993115, DSF0001018640, DSF0001018630"
6,M132,P.S. 132 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID ELECTRICAL SYSTEM UPGRADE / COVID FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,11/29/2021,5/23/2022,8/30/2022,595229,311289.00,273496.00,"DSF0000993115, DSF0001018640, DSF0001018630"
6,M132,P.S. 132 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID ELECTRICAL SYSTEM UPGRADE / COVID FIRE ALARM SYSTEM REPLACEMENT,Construction,In-Progress,8/7/2023,8/5/2025,,12798419,12707357.00,1410354.00,"DSF0000993115, DSF0001018640, DSF0001018630"
6,M132,P.S. 132 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID ELECTRICAL SYSTEM UPGRADE / COVID FIRE ALARM SYSTEM REPLACEMENT,"CM,F&E",In-Progress,8/7/2023,8/5/2025,,894461,361791.00,291644.00,"DSF0000993115, DSF0001018640, DSF0001018630"
6,M132,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS / FY16 RESO A PLAYGROUND REDEVELOPMENT / WATER INFILTRATION / BOILER REPAIR / RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,4/6/2015,2/1/2018,12/18/2017,157058,157241.00,157241.00,"DSF0000809387, DSF0000822927, DSF0000853418, DSF0000888992, DSF0000876030"
6,M132,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS / FY16 RESO A PLAYGROUND REDEVELOPMENT / WATER INFILTRATION / BOILER REPAIR / RPZ BACKFLOW PREVENTION DEVICES,Design,Complete,1/26/2018,6/27/2018,5/9/2018,635343,1161396.00,1079129.00,"DSF0000809387, DSF0000822927, DSF0000853418, DSF0000888992, DSF0000876030"
6,M132,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS / FY16 RESO A PLAYGROUND REDEVELOPMENT / WATER INFILTRATION / BOILER REPAIR / RPZ BACKFLOW PREVENTION DEVICES,Construction,In-Progress,7/16/2018,11/1/2020,,11140918,12628854.00,10169741.00,"DSF0000809387, DSF0000822927, DSF0000853418, DSF0000888992, DSF0000876030"
6,M132,P.S. 132 - MANHATTAN,SCA CIP,DEFECTIVE WROUGHT IRON FENCE & HANDRAILS / FY16 RESO A PLAYGROUND REDEVELOPMENT / WATER INFILTRATION / BOILER REPAIR / RPZ BACKFLOW PREVENTION DEVICES,"CM,F&E",In-Progress,7/16/2018,11/1/2020,,889516,1654589.00,1580585.00,"DSF0000809387, DSF0000822927, DSF0000853418, DSF0000888992, DSF0000876030"
6,M132,P.S. 132 - MANHATTAN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,12/27/2018,FTK,,FTK,225031.00,209415.00,DSF0000868317
6,M132,P.S. 132 - MANHATTAN,Fast Track Projects,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,38400.00,0.00,DSF0000867266
6,M132,DOS PUENTES ELEMENTARY SCHOOL,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,150000.00,,DSF0001008530
6,M132,DOS PUENTES ELEMENTARY SCHOOL,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/1/2023,DIIR,11/29/2023,DIIR,90000.00,89673.00,DSF0001033644
6,M132,DOS PUENTES ELEMENTARY SCHOOL,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,,DSF0001035685
6,M132,DOS PUENTES ELEMENTARY SCHOOL,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000.00,,DSF0001086226
6,M132,DOS PUENTES ELEMENTARY SCHOOL,DOE - RESOA,FY21 RESO A ELECTRICAL UPGRADE,Construction,In-Progress,8/30/2021,DOER,,DOER,51697.00,51001.00,DSF0000961372
6,M132,P.S. 132 - MANHATTAN,DOE - RESOA,FY21 RESO A SECURITY LIGHTING,Construction,In-Progress,7/1/2022,DOER,,DOER,20721.00,,DSF0001008529
6,M132,DOS PUENTES ELEMENTARY SCHOOL,DOE - RESOA,FY22 RESO A ELECTRICAL UPGRADE,Construction,In-Progress,7/31/2023,DOER,,DOER,151551.00,,DSF0001033645
6,M132,P.S. 132 - MANHATTAN,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,In-Progress,10/2/2023,DOER,,DOER,241419.00,,DSF0001035686
6,M132,P.S. 132 - MANHATTAN,DOE - RESOA,FY23 RESO A EXTERIOR UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,247615.00,,DSF0001035687
6,M132,P.S. 132 - MANHATTAN,DOE - RESOA,RESO A ELECTRICAL UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,,DSF0001085117
6,M132,P.S. 132 - MANHATTAN,DOE - RESOA,FY24 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,,DSF0001086227
6,M143,I.S. 143 - MANHATTAN,SCA CIP,FACADE REMEDIATION @ M143 / WINDOWS,Scope,Complete,7/8/2021,11/23/2021,11/15/2021,256450,148528.00,32666.00,"DSF0001034320, DSF0001018768"
6,M143,I.S. 143 - MANHATTAN,SCA CIP,FACADE REMEDIATION @ M143 / WINDOWS,Design,Complete,12/1/2021,5/19/2022,5/11/2022,1282250,1036681.00,531434.00,"DSF0001034320, DSF0001018768"
6,M143,I.S. 143 - MANHATTAN,SCA CIP,FACADE REMEDIATION @ M143 / WINDOWS,Construction,In-Progress,7/18/2022,7/16/2024,,28850625,26152780.00,2624231.00,"DSF0001034320, DSF0001018768"
6,M143,I.S. 143 - MANHATTAN,SCA CIP,FACADE REMEDIATION @ M143 / WINDOWS,"CM,F&E",In-Progress,7/18/2022,7/16/2024,,1795150,256983.00,246601.00,"DSF0001034320, DSF0001018768"
6,M143,I.S. 143 - MANHATTAN,SCA CIP,WATER MAIN / BACKFLOW PREVENTION / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/10/2018,4/10/2019,9/6/2019,31096,33499.00,33499.00,"DSF0000889654, DSF0000960508"
6,M143,I.S. 143 - MANHATTAN,SCA CIP,WATER MAIN / BACKFLOW PREVENTION / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,9/11/2019,5/20/2020,4/15/2020,147389,136105.00,136105.00,"DSF0000889654, DSF0000960508"
6,M143,I.S. 143 - MANHATTAN,SCA CIP,WATER MAIN / BACKFLOW PREVENTION / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,9/15/2021,1/17/2023,,2616721,2391268.00,2129597.00,"DSF0000889654, DSF0000960508"
6,M143,I.S. 143 - MANHATTAN,SCA CIP,WATER MAIN / BACKFLOW PREVENTION / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,9/15/2021,1/17/2023,,278322,39517.00,39517.00,"DSF0000889654, DSF0000960508"
6,M143,I.S. 143 - MANHATTAN,SCA IEH,"PO18-ABATE ACM IN ROOM 211 - 2 SQUARE FEET. RECEIVED ARL, AS PER SCA WORK WAS COMPLETED ON 02/12/202",Construction,In-Progress,2/11/2024,IEH,,IEH,123.00,123.00,SCA0000072733
6,M143,I.S. 143 - MANHATTAN,Fast Track Projects,CTF ROOM CONVERSION,Construction,In-Progress,9/6/2023,FTK,,FTK,561961.00,515019.00,DSF0001083833
6,M143,I.S. 348 - MANHATTAN,DIIT - RESOA,FY20 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,150000.00,,DSF0000913894
6,M143,I.S. 348 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,,DSF0001033689
6,M143,I.S. 348 - MANHATTAN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,54175.00,,DSF0001035691
6,M143,I.S. 348 - MANHATTAN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,125000.00,,DSF0001086231
6,M143,I.S. 143 - MANHATTAN,DOE - RESOA,FY14 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,,DSF0000798849
6,M143,I.S. 143 - MANHATTAN,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,In-Progress,11/21/2022,DOES,,DOES,631642.00,622828.00,DSF0000960854
6,M152,P.S. 152 - MANHATTAN,SCA CIP,PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT,Scope,Complete,6/25/2018,9/24/2018,10/9/2018,82093,74709.00,74709.00,"DSF0000912306, DSF0000960652"
6,M152,P.S. 152 - MANHATTAN,SCA CIP,PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT,Design,Complete,10/16/2018,3/6/2019,4/29/2019,328373,322912.00,299123.00,"DSF0000912306, DSF0000960652"
6,M152,P.S. 152 - MANHATTAN,SCA CIP,PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT,Construction,In-Progress,7/31/2019,1/20/2021,,5542589,5531860.00,4558169.00,"DSF0000912306, DSF0000960652"
6,M152,P.S. 152 - MANHATTAN,SCA CIP,PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL PLAYGROUND REDEVELOPMENT,"CM,F&E",In-Progress,7/31/2019,1/20/2021,,836000,836000.00,804473.00,"DSF0000912306, DSF0000960652"
6,M152,P.S. 152 - MANHATTAN,SCA CIP,NYS AUDITORIUM UPGRADE,Scope,Complete,9/10/2019,1/14/2020,8/16/2021,14579,22049.00,22049.00,DSF0000912586
6,M152,P.S. 152 - MANHATTAN,SCA CIP,NYS AUDITORIUM UPGRADE,Design,Complete,8/31/2021,2/4/2022,5/11/2022,72894,79267.00,77592.00,DSF0000912586
6,M152,P.S. 152 - MANHATTAN,SCA CIP,NYS AUDITORIUM UPGRADE,Construction,In-Progress,11/14/2022,5/6/2024,,1640115,1480138.00,718185.00,DSF0000912586
6,M152,P.S. 152 - MANHATTAN,SCA CIP,NYS AUDITORIUM UPGRADE,"CM,F&E",In-Progress,11/14/2022,5/6/2024,,102052,126472.00,123452.00,DSF0000912586
6,M152,P.S. 152 - MANHATTAN,SCA CIP,PATH OF TRAVEL NYS AUDITORIUM UPGRADE,Scope,Complete,8/31/2021,12/3/2021,3/25/2022,18496,18496.00,1329.00,DSF0001009248
6,M152,P.S. 152 - MANHATTAN,SCA CIP,PATH OF TRAVEL NYS AUDITORIUM UPGRADE,Design,Complete,3/25/2022,7/25/2022,1/3/2024,5317,5317.00,5317.00,DSF0001009248
6,M152,P.S. 152 - MANHATTAN,SCA CIP,PATH OF TRAVEL NYS AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,46472,46472.00,188.00,DSF0001009248
6,M152,P.S. 152 - MANHATTAN,SCA CIP,PATH OF TRAVEL NYS AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,8613,8613.00,5307.00,DSF0001009248
6,M152,P.S. 152 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / EMERGENCY GENERATOR / FLOOD ELIMINATION,Scope,Complete,5/30/2023,10/16/2023,9/25/2023,240021,231869.00,184560.00,"DSF0001018857, DSF0001018858, DSF0001018859, DSF0001018860, DSF0001087210, DSF0001087209"
6,M152,P.S. 152 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / EMERGENCY GENERATOR / FLOOD ELIMINATION,Design,In-Progress,10/25/2023,6/10/2024,,1200109,1200109.00,313556.00,"DSF0001018857, DSF0001018858, DSF0001018859, DSF0001018860, DSF0001087210, DSF0001087209"
6,M152,P.S. 152 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / EMERGENCY GENERATOR / FLOOD ELIMINATION,Construction,PNS,PNS,PNS,PNS,27002460,27002460.00,198106.00,"DSF0001018857, DSF0001018858, DSF0001018859, DSF0001018860, DSF0001087210, DSF0001087209"
6,M152,P.S. 152 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / EMERGENCY GENERATOR / FLOOD ELIMINATION,"CM,F&E",PNS,PNS,PNS,PNS,1680154,1680154.00,34148.00,"DSF0001018857, DSF0001018858, DSF0001018859, DSF0001018860, DSF0001087210, DSF0001087209"
6,M152,P.S. 152 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,6/27/2023,10/27/2023,10/5/2023,6512,15763.00,1758.00,DSF0001083803
6,M152,P.S. 152 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,In-Progress,10/17/2023,3/18/2024,,29303,31303.00,7032.00,DSF0001083803
6,M152,P.S. 152 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,PNS,PNS,PNS,PNS,377683,377683.00,0.00,DSF0001083803
